,author,date,link,views
5 Iconic Symbols Designed To Have The Exact Opposite Meaning,Rachel P.,2015-04-13 00:00:00,http://www.cracked.com/article_22314_the-5-unlikely-origins-iconic-symbols-you-see-every-day.html,744286
Racist Stuff Smart White People Believe,Jack O'Brien,2015-04-13 00:00:00,http://www.cracked.com/podcast/stuff-white-people-dont-get-about-media,0
5 Insane Realities At My Fundamentalist Christian College,"Anonymous, Amanda Mannen",2015-04-13 00:00:00,http://www.cracked.com/personal-experiences-1688-5-awful-realities-fundamentalist-christian-college.html,1689210
25 Celebrity Lookalikes You Never Noticed (And Can't Un-See),CRACKED Readers,2015-04-13 00:00:00,http://www.cracked.com/photoplasty_1424_25-ridiculously-uncanny-celebrity-clones-you-never-noticed/,1702683
5 Ways Hollywood Action Movies Are Changing (For The Worse),David Christopher Bell,2015-04-14 00:00:00,http://www.cracked.com/blog/5-signs-hollywood-action-movie-stars-are-going-extinct/,377878
6 Bizarre Medical Conditions That Shouldn't Be Possible,"Himanshu Sharma, Janel Comeau",2015-04-14 00:00:00,http://www.cracked.com/article_22250_6-bizarre-medical-conditions-that-shouldnt-be-possible.html,1097925
"5 Ways Our Generation Has Ruined ""Being Offended""",J.F. Sargent,2015-04-14 00:00:00,http://www.cracked.com/blog/5-reasons-being-offended-doesnt-matter-anymore/,600619
The 13 Most Insane Things Happening Right Now (4/14),Ted E.,2015-04-14 00:00:00,http://www.cracked.com/article_22472_the-13-most-insane-things-happening-right-now-414.html,1303246
5 Ways 'The Fast and the Furious' Is Better Than You Realize,Daniel Dockery,2015-04-14 00:00:00,http://www.cracked.com/blog/5-reasons-the-fast-furious-deserves-your-respect/,206090
4 Lies Reality Shows Rely On (That Are Worse Than You Think),"Anonymous, Evan V. Symon",2015-04-14 00:00:00,http://www.cracked.com/personal-experiences-1690-4-realities-reality-tv-you-only-learn-as-crew-member.html,1043380
5 Bizarre Things You Only Learn About The US As An IRS Agent,"Robert Evans, Anonymous",2015-04-15 00:00:00,http://www.cracked.com/personal-experiences-1692-which-crimes-to-ignore-5-things-you-learn-as-irs-agent.html,692372
6 Headlines That Prove The Media Doesn't Understand Politics,M. Asher Cantrell,2015-04-15 00:00:00,http://www.cracked.com/article_22234_6-stories-that-prove-media-sucks-at-reporting-politics.html,409057
The 24 Most Mind-Blowing Photos Accidentally Taken By Google,CRACKED Readers,2015-04-15 00:00:00,http://www.cracked.com/photoplasty_1426_24-mind-blowing-google-earth-street-view-discoveries/,2071251
7 Signs of Old Age That Hit Most People When They're Young,Emma Larkins,2015-04-15 00:00:00,http://www.cracked.com/blog/7-signs-youre-aging-way-sooner-than-you-thought-you-would/,362307
5 Tiny Things Secretly Determining Who You Have Sex With,Dennis Hong,2015-04-15 00:00:00,http://www.cracked.com/article_22300_5-insignificant-things-that-can-fix-or-end-your-love-life.html,1084790
4 Celebrity Books That Will Make You Question Your Sanity,Kristi Harrison,2015-04-16 00:00:00,http://www.cracked.com/blog/4-celebrity-books-that-make-zero-sense/,362862
14 Awesome Secrets You Never Noticed In Famous Movies,CRACKED Readers,2015-04-16 00:00:00,http://www.cracked.com/photoplasty_1428_14-awesome-secrets-you-never-noticed-in-famous-movies/,1978016
7 Musicians Whose Trademark Looks Were Hiding Something,Paul Blank,2015-04-16 00:00:00,http://www.cracked.com/article_22290_7-insane-stories-behind-iconic-looks-famous-musicians.html,2026624
4 Insane Fast And The Furious Stunts That Weren't CGI,David Christopher Bell,2015-04-16 00:00:00,http://www.cracked.com/blog/4-fast-furious-stunts-you-wont-believe-were-real/,191707
5 Stories That Will Compel You To Quit Your Day Job,Adam Tod Brown,2015-04-16 00:00:00,http://www.cracked.com/blog/5-people-who-prove-its-never-too-late-to-chase-your-dreams/,456223
5 Creepy Crimes From History No One Can Explain,Pauli Poisuo,2015-04-16 00:00:00,http://www.cracked.com/blog/5-creepy-historical-murder-mysteries-no-one-can-explain/,624347
6 Comic Book Scenes That Deserve To Be In The Marvel Movies,Marina Reimann,2015-04-17 00:00:00,http://www.cracked.com/article_21650_6-avengers-comic-book-plots-that-need-to-be-in-movies.html,524327
20 Photos That Would Destroy A Celebrity's Life Forever,CRACKED Readers,2015-04-17 00:00:00,http://www.cracked.com/photoplasty_1432_20-leaked-photos-that-would-bring-down-powerful-celebrities/,1045836
7 Real Humans Who Survived Shockingly Violent Deaths,Zachary Frey,2015-04-17 00:00:00,http://www.cracked.com/article_22266_7-people-who-survived-shit-that-would-kill-terminator.html,1006477
5 Reasons Conspiracy Shows Don't Work Today,C. Coville,2015-04-17 00:00:00,http://www.cracked.com/blog/5-reasons-shows-like-x-files-only-work-in-nineties/,365335
4 Mistakes Hollywood Seems To Love Making,Felix Clay,2015-04-18 00:00:00,http://www.cracked.com/blog/4-mistakes-hollywood-loves-to-make/,414500
6 Things Chefs Don't Want You to Know About Food Trucks,"Evan V. Symon , Lawrence Fama, Josh Gatewood",2015-04-18 00:00:00,http://www.cracked.com/personal-experiences-1694-street-fights-explosions-6-reasons-food-trucks-are-crazy.html,865399
5 Things I've Learned From Admitting I'm A Hipster,Nicholas Pell,2015-04-18 00:00:00,http://www.cracked.com/blog/5-things-ive-learned-from-admitting-im-hipster/,472051
19 Ways Americans Don't Realize Life in America Isn't Normal,CRACKED Readers,2015-04-18 00:00:00,http://www.cracked.com/photoplasty_1440_19-shocking-statistics-that-change-way-you-see-america/,2059039
4 Things In Every Porn You Should Never Do In Real Life,Amanda Mannen,2015-04-18 00:00:00,http://www.cracked.com/blog/4-things-in-every-porn-you-should-never-do-in-real-life/,2206335
16 Awkward Messages Famous People Must Have Received,CRACKED Readers,2015-04-19 00:00:00,http://www.cracked.com/photoplasty_1434_the-16-most-horrifying-texts-that-must-have-happened/,940564
6 Ways To Fix Computers (So People Stop Asking You),Chris Bucholz,2015-04-19 00:00:00,http://www.cracked.com/blog/6-ways-to-make-people-stop-asking-you-to-fix-their-computer/,322360
The Top 10 Cracked Posts You Shared Last Week - 4/19,Cracked Writers,2015-04-19 00:00:00,http://www.cracked.com/article_22502_the-top-10-cracked-posts-you-shared-last-week-419.html,42908
No Fat Tourists: 5 Rules Of Life As A Prostitute In Vietnam,"Evan V. Symon , Diem Phu Nu",2015-04-19 00:00:00,http://www.cracked.com/personal-experiences-1652-5-facts-life-you-learn-as-prostitute-in-vietnam.html,1586280
6 Totally Confusing Crime Sprees That Are Baffling Police,Mark Hill,2015-04-19 00:00:00,http://www.cracked.com/article_22452_6-bafflingly-petty-crime-sprees-nobody-can-solve.html,603451
7 Beloved Characters That Were Shamefully Exploited,JM McNab,2015-04-19 00:00:00,http://www.cracked.com/article_22364_the-7-most-awkward-promotional-uses-beloved-characters.html,621158
What 4 Internet Celebrities Did After They Got Famous Part 2,Luis Prada,2015-04-20 00:00:00,http://www.cracked.com/blog/4-more-post-fame-lives-internet-celebrities/,1053995
8 Weird Ways Celebrities Were Friends Before Fame,"Philip Moon, Steve Hanley",2015-04-20 00:00:00,http://www.cracked.com/article_22298_17-celebrities-who-hung-out-before-they-were-famous.html,2358019
6 Things I Learned Lying To Banks To Fix Your Credit,"Robert Evans, Anonymous",2015-04-20 00:00:00,http://www.cracked.com/personal-experiences-1580-6-things-i-learned-lying-to-banks-to-fix-your-credit.html,856807
23 Creepy Unsolved Mysteries Nobody Can Explain,CRACKED Readers,2015-04-20 00:00:00,http://www.cracked.com/photoplasty_1436_23-creepy-unsolved-crimes-that-will-keep-you-up-at-night/,4059060
6 Inside Facts About Jeopardy From A 74-Episode Winner,"Amanda Mannen, Ken Jennings",2015-04-21 00:00:00,http://www.cracked.com/personal-experiences-1582-6-inside-facts-about-jeopardy-from-74-episode-winner.html,1405437
4 Universally Hated Things (That Are Somehow Still Popular),C. Coville,2015-04-21 00:00:00,http://www.cracked.com/blog/4-universally-hated-things-that-are-somehow-still-popular/,542986
5 Tricks Hollywood Uses To Make Good Trailers And Bad Movies,J.F. Sargent,2015-04-21 00:00:00,http://www.cracked.com/blog/5-tricks-hollywood-uses-to-make-good-trailers-bad-movies/,405070
4 Crappy Side Effects Of Streaming TV Nobody Saw Coming,David Christopher Bell,2015-04-21 00:00:00,http://www.cracked.com/blog/4-crappy-side-effects-streaming-tv-nobody-saw-coming/,605699
The 13 Most Insane Things Happening Right Now (4/21),Ted E.,2015-04-21 00:00:00,http://www.cracked.com/article_22504_the-13-most-insane-things-happening-right-now-421.html,971018
5 Baffling Dick Moves That Won Actual Lawsuits,C.K.Bond,2015-04-21 00:00:00,http://www.cracked.com/article_22268_5-utterly-insane-legal-arguments-that-actually-worked.html,836841
6 Reasons The Jedi Would Be The Villain In Any Sane Movie,"Chris Weixelman, Oliver Chips",2015-04-22 00:00:00,http://www.cracked.com/article_22320_6-weird-ways-star-wars-had-us-rooting-psychopaths.html,2655611
4 Cartoon Characters You Won't Believe Are Real People,Felix Clay,2015-04-22 00:00:00,http://www.cracked.com/blog/4-cartoons-you-didnt-know-were-based-real-people/,612849
6 Things You Learn Being Mauled By Bears,"Anonymous, Isaac Cabe",2015-04-22 00:00:00,http://www.cracked.com/personal-experiences-1584-6-things-you-learn-being-mauled-by-bears.html,626647
5 Adults Who Just Brutally Destroyed The Dreams Of Children,Jason Iannone,2015-04-22 00:00:00,http://www.cracked.com/blog/5-adults-who-just-brutally-crushed-spirits-children/,467434
18 Terrifying Truths Only Select Insiders Know,CRACKED Readers,2015-04-22 00:00:00,http://www.cracked.com/photoplasty_1438_18-terrifying-truths-only-select-insiders-know/,1927205
The 5 Worst Things Famous Companies Made To Train Employees,Adam Tod Brown,2015-04-23 00:00:00,http://www.cracked.com/blog/5-insane-training-videos-famous-companies-actually-used/,462025
15 Fictional Weapons That'd Improve The World Of Fail Videos,CRACKED Readers,2015-04-23 00:00:00,http://www.cracked.com/photoplasty_1430_15-fictional-weapons-thatd-make-youtube-more-entertaining/,449326
5 Pet Products For People Who Probably Shouldn't Own Pets,Pauli Poisuo,2015-04-23 00:00:00,http://www.cracked.com/blog/5-pet-products-people-who-arent-qualified-to-own-pets/,184562
5 Superheroes Older Than You Think,Chris Bucholz,2015-04-23 00:00:00,http://www.cracked.com/blog/5-superheroes-older-than-you-think/,362916
5 Stories Everyone Assumes Are In The Bible (But Aren't),Tara Marie,2015-04-23 00:00:00,http://www.cracked.com/article_22346_5-stories-everyone-assumes-are-in-bible-but-arent.html,2808831
6 BS Medical Stories Your Friends Shared On Facebook,Kathy Benjamin,2015-04-24 00:00:00,http://www.cracked.com/blog/6-ways-internet-pulls-health-news-out-its-ass/,374277
If Everyone Suddenly Didn't Care About Sex,CRACKED Readers,2015-04-24 00:00:00,http://www.cracked.com/photoplasty_1444_if-everyone-suddenly-didnt-care-about-sex/,817325
The 25 Most Misleadingly Titled Games For The Game Boy,Maxwell Yezpitelok,2015-04-24 00:00:00,http://www.cracked.com/blog/25-bootleg-games-original-game-boy-tested/,741102
5 Sayings Smart People Love To Debunk (Science Proved True),Federico Cruz,2015-04-24 00:00:00,http://www.cracked.com/article_22264_5-stupid-myths-about-human-behavior-science-says-are-true.html,1030901
6 Brilliant Websites That Should Not Exist,Luis Prada,2015-04-25 00:00:00,http://www.cracked.com/blog/6-completely-pointless-websites-that-are-oddly-fascinating/,495364
5 Classic Songs Everyone Forgets Had Insane Music Videos,Jason Iannone,2015-04-25 00:00:00,http://www.cracked.com/blog/5-popular-songs-you-forgot-had-insane-music-videos/,267924
28 Great Movie Moments Created By Ignoring The Script,CRACKED Readers,2015-04-25 00:00:00,http://www.cracked.com/photoplasty_1452_28-classic-pop-culture-moments-actors-made-up-fly/,3589283
5 Horrifying Things Real Dead Bodies Do (Too Weird For TV),"Anonymous, J.F. Sargent",2015-04-25 00:00:00,http://www.cracked.com/personal-experiences-1586-5-things-you-learn-handling-dead-bodies-for-science21.html,2008628
5 Things Everyone Gets Wrong About Sex And Drugs,Cher Martinetti,2015-04-25 00:00:00,http://www.cracked.com/blog/5-things-everyone-gets-wrong-about-sex-drugs/,698557
The Top 10 Cracked Posts You Shared Last Week 4/26,Cracked Writers,2015-04-26 00:00:00,http://www.cracked.com/article_19237_the-top-10-cracked-posts-you-shared-last-week-426.html,49993
6 Tiny Things That Indicate You've Got Huge Medical Problems,Ivan Farkas,2015-04-26 00:00:00,http://www.cracked.com/article_22412_6-tiny-things-that-indicate-youve-got-huge-medical-problems.html,1851998
The 20 Biggest Dick Moves Possible By Famous Superheroes,CRACKED Readers,2015-04-26 00:00:00,http://www.cracked.com/photoplasty_1442_if-every-superhero-was-kind-dick/,1012057
5 Things You Won't (Want to) Believe I Saw Guarding US Nukes,"Robert Evans, Anonymous",2015-04-26 00:00:00,http://www.cracked.com/personal-experiences-1588-5-things-learned-guarding-nuclear-missiles-as-teenager.html,809457
5 Meaningless Songs Everyone Thinks Are Deep (Part 3),Gladstone,2015-04-26 00:00:00,http://www.cracked.com/blog/radiohead-was-just-drunk-5-deep-songs-that-meant-nothing/,364939
6 Machines That Read Your Emotions (To Sell You Random Crap),Marina Reimann,2015-04-26 00:00:00,http://www.cracked.com/article_21864_5-machines-that-read-your-emotions-to-sell-you-random-crap.html,232260
18 Historic Events That Were Nothing Like You Picture Them,CRACKED Readers,2015-04-27 00:00:00,http://www.cracked.com/photoplasty_1446_18-moments-in-history-youre-picturing-incorrectly/,1602319
5 Insane Facts Of Life In Rural China,"Cezary Jan Strusiewicz, Jacek Adamus",2015-04-27 00:00:00,http://www.cracked.com/personal-experiences-1590-5-shocking-realities-modern-life-in-rural-china.html,827373
Great Movie Sequels That Don't Exist,"Daniel O'Brien, Soren Bowie, Michael Swaim, Jack O'Brien",2015-04-27 00:00:00,http://www.cracked.com/podcast/great-movie-sequels-that-dont-exist,0
6 Insane Versions Of Great Movies You Didn't Know Existed,JM McNab,2015-04-27 00:00:00,http://www.cracked.com/article_22318_6-bizarre-early-versions-iconic-movies.html,742426
6 Ways The Decision To Not Have Kids Messes With Your Head,Kathy Benjamin,2015-04-27 00:00:00,http://www.cracked.com/blog/6-weird-lessons-you-learn-when-deciding-to-not-have-kids/,974094
The 13 Biggest Stories Of The Week (You May Have Missed),Ted E.,2015-04-28 00:00:00,http://www.cracked.com/article_22512_the-18-most-insane-stories-happening-right-now-428.html,915810
8 Real Craigslist Ads That Were Clearly Written By Murderers,Jim Avery,2015-04-28 00:00:00,http://www.cracked.com/article_21424_8-common-craigslist-ads-clearly-written-by-serial-killers.html,1004701
The 5 Least Flattering Ways People Brag,Chris Bucholz,2015-04-28 00:00:00,http://www.cracked.com/blog/5-ways-social-media-has-changed-way-we-brag/,336457
7 Horrifying Things Snuck Into Famous Children's Cartoons,"Raoni Lacerda, Michael Kane, Jorden Weir, Ed Stevens, Tara Marie",2015-04-28 00:00:00,http://www.cracked.com/article_22360_7-incredibly-inappropriate-moments-in-famous-cartoons.html,1990191
6 Lessons You Learn On Long Road Trips,J.F. Sargent,2015-04-28 00:00:00,http://www.cracked.com/blog/6-ways-burying-body-in-woods-reveals-your-true-self/,271668
5 Ugly Realities Of Being A Woman Visiting India,"Anonymous, Amanda Mannen",2015-04-28 00:00:00,http://www.cracked.com/personal-experiences-1600-5-ugly-realities-being-woman-visiting-india.html,994791
5 Catastrophes Caused By Idiots Trying To Prevent Them,Matt Farmer,2015-04-29 00:00:00,http://www.cracked.com/article_22190_5-outrageous-reactions-to-stupid-security-scares.html,813960
9 Insane Loopholes You Won't Believe Are Legal,Mark Hill,2015-04-29 00:00:00,http://www.cracked.com/article_22506_9-epic-dick-moves-that-are-surprisingly-legal.html,1132007
5 Insane Theories That Change How You See Great Works Of Art,Nathan Williams,2015-04-29 00:00:00,http://www.cracked.com/article_22358_5-crazy-but-plausible-theories-behind-great-pieces-art.html,1054621
15 Weird Ass Casting Choices We're Still Seeing Today,CRACKED Readers,2015-04-29 00:00:00,http://www.cracked.com/photoplasty_1448_15-bizarre-casting-choices-hollywood-keeps-making/,1528056
5 Reasons 'Traditional Marriage' Would Shock Your Ancestors,Kathy Benjamin,2015-04-29 00:00:00,http://www.cracked.com/blog/5-reasons-gay-marriage-traditional-marriage/,1370253
4 Lessons No One Saw Coming From Bruce Jenner,Kristi Harrison,2015-04-30 00:00:00,http://www.cracked.com/blog/4-lessons-no-one-saw-coming-from-bruce-jenner/,348229
6 Fictional Alcoholic Beverages That Actually Get You Drunk,Erik Germ,2015-04-30 00:00:00,http://www.cracked.com/blog/the-flaming-moe-5-other-fictional-cocktails-tested/,521795
13 Iconic Entertainers (Who Stole Their Whole Persona),CRACKED Readers,2015-04-30 00:00:00,http://www.cracked.com/photoplasty_1450_13-musicians-who-stole-thing-that-made-them-famous/,843113
5 Insane Things I Did As A Cop (They Don't Show On TV),"Robert Evans, Anonymous",2015-04-30 00:00:00,http://www.cracked.com/personal-experiences-1594-5-ugly-realities-life-as-cop-law-order-wont-show.html,1001493
5 Exonerated Criminals Who Did Worse Stuff After Being Free,Adam Tod Brown,2015-04-30 00:00:00,http://www.cracked.com/blog/5-cases-wrongful-arrest-with-insane-twist-endings/,1405219
4 Video Games That Revolutionized Boring Parts Of Gaming,Luis Prada,2015-04-30 00:00:00,http://www.cracked.com/blog/4-video-games-that-revolutionized-boring-parts-gaming/,489114
6 Reasons Why The Cops Keep Killing People (Besides Racism),"CRACKED Staff, Chris Radomile",2015-05-03 00:00:00,http://www.cracked.com/article_21880_6-reasons-beyond-racism-why-cops-keep-killing-people.html,961855
The 20 Best Ways We Could Make Shit Jobs Tolerable,CRACKED Readers,2015-05-03 00:00:00,http://www.cracked.com/photoplasty_1458_20-small-changes-that-would-make-boring-jobs-awesome/,707333
5 Superhero Sagas That Were Too Awesome To Exist,Tara Marie,2015-05-03 00:00:00,http://www.cracked.com/article_22324_the-5-greatest-superhero-movies-youll-never-get-to-see.html,721308
6 Disturbing Realities of Surviving Childhood Cancer,"Mark Hill, Nate Handley",2015-05-03 00:00:00,http://www.cracked.com/personal-experiences-1592-fatal-placebos-6-realities-life-as-child-with-cancer.html,496247
Why Ultron Is A Secret Criticism Of Marvel Movies,J.F. Sargent,2015-05-03 00:00:00,http://www.cracked.com/blog/the-secret-message-in-new-avengers-movie/,288652
The 10 Cracked Posts Everyone Was Talking About: 5/3 Edition,Cracked Writers,2015-05-03 00:00:00,http://www.cracked.com/article_22532_the-10-cracked-posts-everyone-was-talking-about-53-edition.html,84446
20 MacGyver-Style Repairs That Totally Work,CRACKED Readers,2015-05-04 00:00:00,http://www.cracked.com/photoplasty_1460_20-macgyver-style-tricks-fixing-everything-in-your-life/,1227766
5 Job Secrets Of A Movie Theater Grosser Than The Floor,"Mark Hill, Donovan King, Olga Lexell",2015-05-04 00:00:00,http://www.cracked.com/personal-experiences-1602-audience-sex-5-things-you-deal-with-managing-theater.html,914205
6 Ways ISIS Is Crazier Than You Thought,Felix Clay,2015-05-04 00:00:00,http://www.cracked.com/blog/the-6-craziest-non-lethal-acts-committed-by-isis/,486943
6 Dorky Hobbies That Shatter Your Image Of Famous People,"Steve Hanley, Robert Rosati, G.W. Horowitz",2015-05-04 00:00:00,http://www.cracked.com/article_22392_6-famous-stars-you-didnt-know-are-bigger-geeks-than-you.html,1556877
Why Florida Is So Weird,"Soren Bowie, Jack O'Brien",2015-05-04 00:00:00,http://www.cracked.com/podcast/dave-barry-why-russia-florida-are-so-weird,0
Major Surgery With No Painkillers: 5 Things I Learned,"Robert Evans, Kier Harris, Vijay Welch-Young",2015-05-05 00:00:00,http://www.cracked.com/personal-experiences-1604-major-surgery-with-no-painkillers-5-things-i-learned.html,958190
The 14 Most Important Stories You Probably Missed,Ted E.,2015-05-05 00:00:00,http://www.cracked.com/article_22534_the-14-most-insane-things-happening-right-now-55.html,746516
5 Cases Of Free Speech That Will Make You Hate Freedom,E. Reid Ross,2015-05-05 00:00:00,http://www.cracked.com/blog/5-groups-people-who-will-make-you-hate-free-speech/,525658
5 Horrifying Realities Of Daily Life Edited Out Of History,Chris Fox,2015-05-05 00:00:00,http://www.cracked.com/article_22328_5-horrific-old-time-realities-your-history-book-left-out.html,1806218
5 Insane Lies You Probably Believe About American Families,J.F. Sargent,2015-05-05 00:00:00,http://www.cracked.com/blog/5-lies-we-were-all-told-about-growing-up-in-america/,468347
6 Crazy New Movies That Slipped Under Audiences' Radars,David Christopher Bell,2015-05-05 00:00:00,http://www.cracked.com/blog/6-crazy-looking-new-movies-that-deserve-more-hype/,535227
5 Real Art Projects That Quickly Turned Into Crimes,Jason Iannone,2015-05-06 00:00:00,http://www.cracked.com/blog/5-artists-who-committed-crimes-in-name-art/,272334
4 Easy Ways To Get Away With Dick Moves,Luis Prada,2015-05-06 00:00:00,http://www.cracked.com/blog/4-dick-moves-and-ways-to-improve-them/,379845
5 Things Only Dealers Know About Gambling At A Casino,"Cezary Jan Strusiewicz, Anonymous",2015-05-06 00:00:00,http://www.cracked.com/personal-experiences-1606-5-horrifying-realities-life-as-casino-dealer.html,1117206
34 Badass Minor Characters You Ignored In Famous Movies,CRACKED Readers,2015-05-06 00:00:00,http://www.cracked.com/photoplasty_1462_34-fascinating-subplots-that-deserve-their-own-movie/,2981049
5 Modern Things Created For Totally Different Purposes,Dennis Fulton,2015-05-06 00:00:00,http://www.cracked.com/article_22356_5-modern-things-created-totally-different-purposes.html,784068
5 Basic Truths Everyone Agrees On (Are Shockingly New Ideas),Michael Hossey,2015-05-07 00:00:00,http://www.cracked.com/article_22390_5-normal-parts-life-that-are-actually-recent-inventions.html,1042691
6 People So Good At Sex They're Basically Magic,Kathy Benjamin,2015-05-07 00:00:00,http://www.cracked.com/blog/6-historic-figures-who-had-more-sex-than-you-ever-will/,891705
15 Iconic Movie Moments Made Horrifying With Censorship,CRACKED Readers,2015-05-07 00:00:00,http://www.cracked.com/photoplasty_1454_15-famous-scenes-made-filthy-with-unnecessary-censorship/,622486
5 Reasons Police Have Probably Started The Next Civil War,Adam Tod Brown,2015-05-07 00:00:00,http://www.cracked.com/blog/5-ways-police-have-already-started-next-civil-war/,498853
5 Real Vehicles That Only Fictional Superheroes Should Drive,Pauli Poisuo,2015-05-07 00:00:00,http://www.cracked.com/blog/5-real-vehicles-clearly-designed-superheroes/,231095
5 Illogical Choices Made By Night Owls,Luis Prada,2015-05-08 00:00:00,http://www.cracked.com/blog/night-owl-logic-5-ways-we-justify-our-sleep-deprivation/,361831
5 Plot Holes That Shatter Your Image Of Famous Games,Chris Radomile,2015-05-08 00:00:00,http://www.cracked.com/article_21888_5-famous-video-games-you-didnt-realize-had-insane-plots.html,900574
6 Lost Works Of Genius (Found In The Dumbest Place Possible),"Adam Wears, Evan V. Symon , Ivan Farkas, M. Peter Storino",2015-05-08 00:00:00,http://www.cracked.com/article_22322_6-lost-pieces-art-found-in-dumbest-place-possible.html,770139
15 Movie Characters That Must Put Their Friends Through Hell,CRACKED Readers,2015-05-08 00:00:00,http://www.cracked.com/photoplasty_1466_how-15-movie-characters-would-drive-their-friends-crazy/,511496
6 Insanely Tone-Deaf Ways The WWE Addressed Serious Issues,Steve Hanley,2015-05-09 00:00:00,http://www.cracked.com/article_22354_6-times-wwe-tried-and-failed-to-tackle-serious-issues.html,965445
24 Photos Everyone Knows With Insane Backstories No One Does,CRACKED Readers,2015-05-09 00:00:00,http://www.cracked.com/photoplasty_1478_24-famous-pictures-with-insane-backstories/,1817724
5 Hilarious Ways People Were Caught Hiding In Stores,Chris Bucholz,2015-05-09 00:00:00,http://www.cracked.com/blog/5-crazy-examples-people-hiding-in-stores-overnight/,403864
5 Dark Drug Metaphors You Missed In Disney's Mary Poppins,Tabitha DiGiacomo,2015-05-09 00:00:00,http://www.cracked.com/blog/5-ways-mary-poppins-movie-about-drug-dealer/,325958
7 Insane Obituaries You Won't Believe Are About Real People,Felix Clay,2015-05-09 00:00:00,http://www.cracked.com/blog/the-7-most-bad-ass-obituaries/,467106
3 Recipes For The Perfect Last Minute Mother's Day Brunch,Luis Prada,2015-05-10 00:00:00,http://www.cracked.com/blog/a-guide-to-cooking-perfect-mothers-day-brunch/,93434
6 Weird Ways Your Job Might Be Killing You,Amanda Mannen,2015-05-10 00:00:00,http://www.cracked.com/article_21754_6-weird-ways-your-job-might-be-killing-you.html,508402
5 Baffling Ways Religions Tried To Sex Up Their Image,A.C. Grimes,2015-05-10 00:00:00,http://www.cracked.com/article_22414_5-baffling-ways-religions-tried-to-sex-up-their-image.html,615066
15 Truths Your Bragging Friends Don't Want You To Know,CRACKED Readers,2015-05-10 00:00:00,http://www.cracked.com/photoplasty_1468_15-sad-truths-behind-your-friends-social-media-brags/,968279
6 Awful Realities Of Falling Into (And Out Of) A Coma,"Ryan Menezes, Tim Cherry",2015-05-10 00:00:00,http://www.cracked.com/personal-experiences-1618-6-awful-realities-falling-into-and-out-of-coma.html,2004928
The 10 Cracked Posts Everyone Was Talking About 5/10 Edition,Cracked Writers,2015-05-10 00:00:00,http://www.cracked.com/article_22550_the-10-cracked-posts-everyone-was-talking-about-510-edition.html,90370
California: The Secret Murder Capital Of The U.S.,"Robert Evans, Daniel O'Brien, Jack O'Brien",2015-05-11 00:00:00,http://www.cracked.com/podcast/why-california-secretly-evil,0
4 Strange Problems Only Celebrities Seem To Have,Pauli Poisuo,2015-05-11 00:00:00,http://www.cracked.com/blog/4-weird-problems-only-celebrities-suffer-from/,473434
6 Movie Adaptations That Wisely Cut Ridiculous Details,JM McNab,2015-05-11 00:00:00,http://www.cracked.com/article_22350_6-terrible-scenes-wisely-left-out-great-movies.html,989686
18 Happy Endings That Hoped You Weren't Paying Attention,CRACKED Readers,2015-05-11 00:00:00,http://www.cracked.com/photoplasty_1470_16-happy-endings-that-hoped-you-werent-paying-attention/,1473065
I Am A Lawyer For Children: 6 Ugly Truths,"Robert Evans, Anonymous",2015-05-11 00:00:00,http://www.cracked.com/personal-experiences-1610-6-awful-realities-work-as-child-advocacy-attorney.html,1089187
6 Reasons Modern Movie CGI Looks Surprisingly Crappy,David Christopher Bell,2015-05-12 00:00:00,http://www.cracked.com/blog/6-reasons-expensive-films-end-up-with-crappy-special-effects/,1860617
5 Sets Of Ancient Remains That Have Baffled The Experts,Elorm Kojo Ntumy,2015-05-12 00:00:00,http://www.cracked.com/article_22474_5-mysterious-ancient-graves-that-baffled-everyone.html,1198007
The 7 New Wonders Of The World Made By Man,Laura H,2015-05-12 00:00:00,http://www.cracked.com/article_22520_7-human-made-marvels-that-rival-nature.html,744052
5 Things Your Parents Did (They'd Be Arrested For Today),C. Coville,2015-05-12 00:00:00,http://www.cracked.com/blog/5-things-your-parents-did-theyd-be-arrested-today/,799720
13 Things You Didn't Know You Should Know,Ted E.,2015-05-12 00:00:00,http://www.cracked.com/article_22552_the-13-most-insane-things-happening-right-now-512.html,1182903
5 Ways To Relax That Secretly Just Stress You Out,J.F. Sargent,2015-05-12 00:00:00,http://www.cracked.com/blog/5-ways-to-deal-with-stress-that-science-says-dont-work/,378119
17 Insane True Stories Of Almost Supernatural Good Luck,CRACKED Readers,2015-05-13 00:00:00,http://www.cracked.com/photoplasty_1472_the-17-most-bizarrely-lucky-people-who-ever-lived/,762342
I Hunt Serial Killers: 6 Facts You Thought Movies Made Up,"Robert Evans, James Renner",2015-05-13 00:00:00,http://www.cracked.com/personal-experiences-1614-i-hunt-serial-killers-6-insane-realities-my-life.html,2327871
5 People Who Laugh In The Face Of Their Disabilities,CinemaSins,2015-05-13 00:00:00,http://www.cracked.com/blog/5-people-who-laugh-in-face-their-disabilities/,329193
5 Ridiculous Cold War Myths You Probably Believe,Nathan Williams,2015-05-13 00:00:00,http://www.cracked.com/article_22288_5-ridiculous-myths-about-cold-war-everyone-believes.html,771763
6 Pointless Crimes That Required An Insane Amount Of Effort,E. Reid Ross,2015-05-13 00:00:00,http://www.cracked.com/article_22168_6-people-who-put-insane-amounts-effort-into-stupid-crimes.html,529383
